trial,cost,best_cost_so_far,improvement,relative_improvement,is_best,safety_fail,fail_reason,fail_rate_so_far,J_approach,J_near,J_tracking,rmse,ramp_lag,overshoot,arrival_jitter,rise_time,settling_time,final_error,max_feedback_vel,max_joint_vel_ratio,vel_violation,exploration_distance,trial_duration_sec
67,85.85982203002165,23.72510097273384,0.0,0.0,False,False,,0.17647058823529413,4.690808517660648,0.13839287820751717,0.3272310107191424,0.006639743264928311,0.006531153429200371,0.0009786201901232777,0.00035198279271752024,2.3356075286865234,0.043951988220214844,0.0003115784521847182,0.33650526417542903,0.0,0.0,0.707515012691607,25.379558801651
68,45.717065563051726,23.72510097273384,0.0,0.0,False,False,,0.17391304347826086,4.768539175467124,0.3434176445007341,0.4435231842485177,0.010576278477555916,0.010419920112169674,2.7755575615628914e-17,4.1401420875431797e-17,2.3686397075653076,0.1717088222503662,5.3792948931242704e-17,0.3475658603439962,0.0,0.0,1.0970401929446598,28.362584114074707
69,37.02647147759323,23.72510097273384,0.0,0.0,False,False,,0.17142857142857143,4.689589108607845,0.10016918009513481,0.3686062365774904,0.008218721065647862,0.00815473847312288,1.4619792698594702e-05,2.7755575615628914e-17,2.3325624465942383,0.04971909523010254,0.0,0.7543346837220213,0.0,0.0,0.9961641314653762,31.05895757675171
70,79.68517549931664,23.72510097273384,0.0,0.0,False,False,,0.16901408450704225,4.671302493586697,0.12577792113413,0.30809934875372513,0.006590237665869576,0.00649998458708577,0.0009995595823505676,9.910722837601152e-18,2.3259012699127197,0.03789997100830078,1.0425264987333787e-17,0.35297382782087416,0.0,0.0,1.6930353714754203,26.12620449066162
71,25.479121829011145,23.72510097273384,0.0,0.0,False,False,,0.16666666666666666,4.6638140807846575,0.04951620101928785,0.27046966487675855,0.005545402535950499,0.005438967886878102,1.3877787807814457e-17,2.956978516580405e-17,2.3237485885620117,0.024758100509643555,1.0340312484253909e-17,0.3367975475847149,0.0,0.0,1.1454077389568809,28.136342763900757
72,30.900010296393802,23.72510097273384,0.0,0.0,False,False,,0.1643835616438356,4.66662866940751,0.0946192741394043,0.31780043516963125,0.00687818044970104,0.006805840699720102,0.0,2.7755575615628914e-17,2.323105573654175,0.04730963706970215,0.0,0.37673571075906526,0.0,0.0,0.3401128311253516,25.21527647972107
73,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0010, vel_ratio=0.00",0.17567567567567569,,,,,,,,,,,,,,0.6144870226529546,24.517425775527954
74,27.53402971159414,23.72510097273384,0.0,0.0,False,False,,0.17333333333333334,4.627402402046081,0.05587425953509831,0.2886482937149722,0.0060334516584116624,0.005976550142883005,5.79978299622419e-07,2.7755575615628914e-17,2.304736375808716,0.027922630310058594,0.0,0.35151990862237514,0.0,0.0,0.8784260946932166,28.188849210739136
75,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0035, vel_ratio=0.00",0.18421052631578946,,,,,,,,,,,,,,0.24107544962028946,29.218371868133545
76,53.463736117948386,23.72510097273384,0.0,0.0,False,False,,0.18181818181818182,4.654289776648606,0.10184172407003104,0.32545898745156393,0.007782603587673617,0.006730256665258164,0.00041843962971604975,2.989366980140908e-17,2.317049503326416,0.04045987129211426,8.837596215921644e-18,0.46456963420237163,0.0,0.0,0.8151308666291436,30.322680234909058
77,27.047818536111524,23.72510097273384,0.0,0.0,False,False,,0.1794871794871795,4.62452959715736,0.07575225830078196,0.28450330951362834,0.005932517567509052,0.005844830471317322,1.3877787807814457e-17,6.938893903907228e-18,2.303497552871704,0.037876129150390625,3.4181743369001126e-18,0.35140335238535,0.0,0.0,0.540783299892952,26.203927755355835
78,30.42940615811047,23.72510097273384,0.0,0.0,False,False,,0.17721518987341772,4.699820987585684,0.08820724487304757,0.313966039552893,0.006748039459012883,0.006689704856442332,1.3877787807814457e-17,2.7755575615628914e-17,2.3398759365081787,0.04410362243652344,0.0,0.3600873766058478,0.0,0.0,0.30213101744486587,25.54050040245056
79,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0040, vel_ratio=0.00",0.1875,,,,,,,,,,,,,,0.44848765760223785,25.394436597824097
80,28.055809363788,23.72510097273384,0.0,0.0,False,False,,0.18518518518518517,4.671284472000833,0.07023191452026582,0.29364769988597017,0.006166479119114972,0.006098997279086398,4.163336342344337e-17,1.8306059388174698e-17,2.326493740081787,0.035115957260131836,1.428999932685845e-17,0.3530449615933145,0.0,0.0,0.5108612430653551,25.182318687438965
81,1000000000.0,23.72510097273384,0.0,0.0,False,True,"Constraints violated: overshoot=0.0020, vel_ratio=0.00",0.1951219512195122,,,,,,,,,,,,,,0.2893528941629795,25.18329095840454
82,32.55548868985246,23.72510097273384,0.0,0.0,False,False,,0.1927710843373494,4.6770692916728445,0.1147489547729506,0.3324741083286383,0.007284722313095177,0.007218554682777654,2.7755575615628914e-17,2.7755575615628914e-17,2.327706813812256,0.05737447738647461,0.0,0.34420940816706824,0.0,0.0,0.5944912756456334,27.77652645111084
83,58.836513637928114,23.72510097273384,0.0,0.0,False,False,,0.19047619047619047,4.649975510925463,0.0756944246368101,0.28741996811639114,0.005491030154910241,0.005433947672582783,0.0005312092604923824,0.0003463512991437171,2.3168368339538574,0.023813724517822266,0.00030130251530929077,0.3641596730603103,0.0,0.0,0.5238525527285813,25.10365653038025
84,35.300226017210505,23.72510097273384,0.0,0.0,False,False,,0.18823529411764706,4.71616008727761,0.11495733261108398,0.3560484849221799,0.007973917151967661,0.007887770232266741,0.0,2.7755575615628914e-17,2.3462483882904053,0.05747866630554199,0.0,0.3476250642423664,0.0,0.0,0.36592540855721134,31.089654207229614
