trial,collision_k_rep,collision_normal_damping,collision_tangent_gain,collision_tangent_damping
30,0.00010450885406177654,2.6019322670656404,6.55650397439872,1.9474809417919001
31,0.0001273021851978515,4.231107678105852,6.814458175319165,2.0806337997097946
32,0.00018925650963381175,10.879258113575164,3.677910879130904,1.517260491408454
33,0.00013614829679429677,12.458047417203352,9.811072155245094,4.571439812772784
34,0.00010047785686151086,2.7432702146006376,7.791540460693525,1.4906225270254325
35,0.00021622686370934458,7.500643795923418,5.308933703646573,2.9014410643452004
36,7.453567091632184e-05,3.4055172609720805,10.401529666178556,2.5695422314158485
37,5.807704396381778e-05,10.366910104989081,5.877088816214788,4.430661880867204
38,0.0003983924902495511,8.798828728781164,12.438717081257668,1.0555177362343844
39,0.0003894901979555145,6.608546021213943,13.17679039809043,4.547097641261358
40,9.996519062713906e-05,19.670459416080792,6.9486199201990155,0.10969220917624067
41,0.00024114930665247592,4.260865595224226,3.262898807422772,0.40152813699142875
42,0.00024179502172811914,2.372271558395635,1.0808516317372232,1.5865329495977423
43,0.00020982720514447687,7.8838715380777495,13.55520878452949,0.17492671123579662
44,0.0002518304041400975,8.051995739817675,12.475343187291475,0.7576614040975054
45,0.0001689492590011627,11.843124190649437,14.914759397818086,0.5625984132113465
46,7.05837545238195e-05,4.241362264241895,11.55262041883287,0.12381864777298768
47,0.0001863460430808748,4.012503815517763,1.7182731359234134,1.3332097883589578
48,0.00020236626089186816,5.789498734304672,12.90918008326669,0.3130177167054712
49,0.000263950926930923,4.382772591217974,1.2200110601628036,2.457821188487471
50,0.00018491607999525524,21.63664683051529,10.405830950984859,2.7205884184808937
51,0.00034305615788245153,22.8169720265276,8.477812081823135,1.1061097195168323
52,9.785160138790303e-05,6.262035246817389,1.1269299257362304,4.0388267886261975
53,6.716590552969382e-05,2.3689867073660342,3.6481581861209547,4.918782478386152
54,0.00014089473473031543,9.6266220575374,2.1656656909848877,4.154540081847404
55,0.00015275991063376916,3.2482248152265636,1.5272593167891597,3.4206582877551535
56,7.664497683887398e-05,6.56436761081592,1.3589225163161875,4.466742847829635
57,0.0004104344722749391,2.6887553889268343,7.215436011000381,2.2272821303061203
58,0.00032060692993763105,4.470756953907357,13.583440940609526,0.1014534225846245
59,0.00026191575782551094,10.204452248314634,3.4233899222137314,0.759182111391923
60,8.772253361708602e-05,9.214821169014336,1.2868304082781306,3.1711384679046195
61,0.00030987658977201557,2.94152766096804,4.141554927045479,2.1219239181348826
62,5.9003031218747216e-05,3.032071530887724,4.663892288036499,1.9993324054318455
63,0.0002576236168496876,2.430749799879046,2.2350212758497277,1.7673756613252942
64,0.0003588342134508614,20.91658295115974,11.538113718213673,4.920636764962891
65,0.0001718625154415519,8.776885668390289,1.6724697335870062,1.1555342281939018
66,0.00029281979142563384,24.34966834470754,2.3580038921527624,2.724894880895535
67,8.788046939908229e-05,10.982145122039622,8.07138093237829,2.371284315338926
68,0.0003632953347463992,2.013408006843602,1.4475245263488825,1.1048022765997925
69,0.00022304608177114201,9.545130208486377,10.106916410965503,0.42878336528797734
70,0.00011284547603471808,5.240746742624148,5.227146887413379,3.119537014942413
71,9.149992758057817e-05,11.74790201175908,3.42994771318823,2.439583570262558
72,6.36482170438409e-05,2.319077879369359,9.475837497485243,4.301735735869332
73,0.00010615421654673073,11.333447873159137,2.246667407140382,3.09994695904884
74,5.4506884116819716e-05,5.8138798170472965,5.456695362507406,3.173893114775813
75,0.0002089804730880712,8.094282896679221,14.952560362455754,1.8829118635479503
76,0.0002277324098172092,3.3904878469209194,14.707741662404052,1.9651944926693983
77,0.00017094940951896187,4.372261279454232,5.533337546806751,1.7797207293421526
78,0.00013440576972784997,6.468311485057243,12.865740861305898,1.338003050081852
79,0.0002726929927439643,7.5746994723781444,12.591098184018554,1.7937598987832826
80,0.0001313027291766994,7.487138247654357,14.773330759401537,2.3867643461680768
81,0.00014580466910249382,6.676237099509159,7.603440518951953,4.116823910751608
82,0.00018027605075702987,3.6090918615970966,8.378377105736082,4.402281283441343
83,5.392193770709935e-05,8.797795577513678,7.85407241508787,3.8452969226138567
84,9.187999249703319e-05,9.938705034451003,7.351653068188609,3.9040181560101743
85,9.781262169394537e-05,8.957074579151355,8.697747199115085,4.007978224996264
86,0.00019083437509698198,8.02700360135367,6.770094916400389,3.9201249208753097
87,0.0004348091568528668,15.94137278603461,1.6981115892537808,1.8345621450623013
88,0.00042128522631998497,15.136398255884151,2.003695037751427,1.9220377714708095
89,0.00046149865464612325,20.385184271030326,3.4372014899102044,1.3747862984555559
90,0.00029837091753854623,8.161773243367053,14.564400972027146,2.938102303178348
91,0.0002708696604391969,11.583013871506251,14.59711109404091,1.359737014540668
92,0.00048133370010340723,21.431948097710894,2.3261021782405376,2.8688406044182297
93,0.0004991664487518433,9.458247764225806,4.954064928083438,1.707163165357042
94,7.502848898211515e-05,11.856732045108542,8.551164983248679,3.6438839499542715
95,0.0003527925532881543,18.243338143936164,1.1649281347556757,1.8894482595745519
